지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
고흥,2023.5.2,14,,0.9,61.6,10.2,
고흥,2023.5.3,15.2,0.4,1.1,83.6,1.3,
고흥,2023.5.4,16,79.6,2.6,91.1,0,
고흥,2023.5.5,19.7,92.9,5.2,93,0,
고흥,2023.5.6,16.4,1.1,2,91.6,0.6,
고흥,2023.5.7,11.7,2.9,1.9,83.8,0,
고흥,2023.5.8,12.4,,0.8,69.6,10.3,
고흥,2023.5.9,15.2,,1,63.8,11.9,
고흥,2023.5.10,16.7,,0.9,54.8,10.5,
고흥,2023.5.11,15.6,,0.8,75.6,10.5,
고흥,2023.5.12,15.7,0,1,75.6,2.7,
고흥,2023.5.13,14.8,1.5,0.9,86,3.5,
고흥,2023.5.14,16.3,,1,75.6,11.7,
고흥,2023.5.15,17.3,,0.8,77.1,8.2,
고흥,2023.5.16,19.2,,1,74.1,10,
고흥,2023.5.17,19.6,,1.4,87.9,6.2,
고흥,2023.5.18,17.1,31.6,1.5,92.4,0,
고흥,2023.5.19,19,0.3,1.3,78.6,5.2,
고흥,2023.5.20,18.3,,1,82.9,6.1,
고흥,2023.5.21,18.3,,2,78.3,10.2,
고흥,2023.5.22,15.7,0.6,0.6,76.6,0.9,
고흥,2023.5.23,15.8,0.9,1,79,10.9,
고흥,2023.5.24,17,,0.8,74.3,5.7,
고흥,2023.5.25,18.4,,1.2,69.5,8.9,
고흥,2023.5.26,19.8,,1,81.9,3,
고흥,2023.5.27,21.6,0,2.2,78.3,3.5,
고흥,2023.5.28,21.5,0.2,2.3,90.4,0.6,
고흥,2023.5.29,21.4,3.4,1.3,95,0,
고흥,2023.5.30,18.7,71.5,1.2,95.6,0,
고흥,2023.5.31,18.9,1.5,1.6,75.4,10.6,
고흥,2023.6.1,17.3,0.6,0.5,90.9,0,
고흥,2023.6.2,22.5,9.5,1.8,72.4,11.1,
고흥,2023.6.3,20.4,,1.3,67.9,11.2,
고흥,2023.6.4,20.3,,1.4,58.9,8.1,
고흥,2023.6.5,20.6,0,1.5,62,0.1,
고흥,2023.6.6,19.2,0,1.2,77.4,7.7,
고흥,2023.6.7,19.7,,1.2,76.3,10.7,
고흥,2023.6.8,19.8,,0.8,81.9,5.3,
고흥,2023.6.9,21,,1.2,80.8,9.1,
고흥,2023.6.10,21.2,0.6,1.4,84.3,8,
고흥,2023.6.11,22.2,0,1.2,82.8,6.9,
고흥,2023.6.12,22.2,,1,79.3,7.7,
고흥,2023.6.13,21.3,,1,81.3,7.4,
고흥,2023.6.14,21.4,,1.1,72.6,10.3,
고흥,2023.6.15,20.6,,1.1,76.1,10.1,
고흥,2023.6.16,21.2,,1.1,68.4,10.9,
고흥,2023.6.17,22.1,,1.1,66.4,9,
고흥,2023.6.18,23.4,,1.1,68.3,7.1,
고흥,2023.6.19,22.6,,1.6,77,9.5,
고흥,2023.6.20,21.1,18.8,1.8,80.9,4.7,
고흥,2023.6.21,21.7,3.9,1.6,91,0,
고흥,2023.6.22,22.4,,2.3,74.9,9.4,
고흥,2023.6.23,22.4,,1.4,78,10.3,
고흥,2023.6.24,21.6,,1.5,81.3,5.4,
고흥,2023.6.25,20.5,25.9,1,92.8,0,
고흥,2023.6.26,23.5,30.6,2.2,94,0.2,
고흥,2023.6.27,23.8,41.8,1.9,93,0.7,
고흥,2023.6.28,21.4,85.5,1.1,94.1,0,
고흥,2023.6.29,24.2,29.5,1.8,92.8,0.1,
고흥,2023.6.30,22.9,21.2,1.3,95,0,
고흥,2023.7.1,22.8,,1,92.9,0,
고흥,2023.7.2,23.6,,0.8,89.4,0,
고흥,2023.7.3,23.8,7,0.9,92,0,
고흥,2023.7.4,22.5,18,1,98.5,0,
고흥,2023.7.5,24.6,32.8,1.9,84.5,7.9,
고흥,2023.7.6,23.9,,1,83.1,9.8,
고흥,2023.7.7,22.4,33.9,0.9,96.6,0,
고흥,2023.7.8,23.4,11.8,0.6,96.9,0.2,
고흥,2023.7.9,24.6,5.5,1,94.5,0.4,
고흥,2023.7.10,25.5,10.4,1.3,89.3,2.5,
고흥,2023.7.11,25.2,0.1,1.6,91.4,0.1,
고흥,2023.7.12,25.4,11,1.2,91,0.7,
고흥,2023.7.13,25.5,2.9,1.1,89.3,0,
고흥,2023.7.14,25.7,1.6,2.1,83.6,0,
고흥,2023.7.15,25.3,6.8,2.3,86.9,0.3,
고흥,2023.7.16,23.3,59.2,0.7,97.5,0.7,
고흥,2023.7.17,25.5,40,1.3,93.3,1.2,
고흥,2023.7.18,24.5,91.4,1.6,94.6,0.1,
고흥,2023.7.19,23.9,,0.8,92.5,1.5,
고흥,2023.7.20,24.2,,0.7,89.5,4.4,
고흥,2023.7.21,23.5,,1.1,88.3,3.1,
고흥,2023.7.22,24.1,13.4,1.4,90.1,0,
고흥,2023.7.23,26.3,25.6,2.6,88.6,0.2,
고흥,2023.7.24,25.1,36.6,1.4,93.6,0.5,
고흥,2023.7.25,25.4,0,1.1,88.5,4.1,
고흥,2023.7.26,26.3,6.6,1,89.3,7.1,
고흥,2023.7.27,26.6,,0.9,85.8,7.5,
고흥,2023.7.28,26,,0.7,86,5.1,
고흥,2023.7.29,27,,0.7,81.9,10.8,
고흥,2023.7.30,26.4,,0.9,83.6,9.3,
고흥,2023.7.31,26.8,,0.6,82.5,10.1,
고흥,2023.8.1,26.5,,0.8,83.3,9.6,
고흥,2023.8.2,27.1,,0.7,82.9,10.9,
고흥,2023.8.3,27.3,,0.8,79.3,11.3,
고흥,2023.8.4,27.3,,0.9,79.9,9.6,
고흥,2023.8.5,28.4,,0.7,76.8,10.4,
고흥,2023.8.6,28.2,,1.1,78.6,10.1,
고흥,2023.8.7,28.4,5.2,1.1,79.8,7.9,
고흥,2023.8.8,29,,1.4,73.4,10.9,
고흥,2023.8.9,25.6,27.1,2.3,85.1,0.1,
고흥,2023.8.10,24.2,47.7,2.9,83.4,1.7,
고흥,2023.8.11,25.5,,1.3,82.3,9.2,
고흥,2023.8.12,25.7,,1,80.6,9.2,
고흥,2023.8.13,25.6,,0.8,84.4,8.9,
고흥,2023.8.14,26,,0.6,83.6,7.5,
고흥,2023.8.15,26.3,5.4,1,83.9,9.9,
고흥,2023.8.16,26.3,,0.8,88.5,4.9,
고흥,2023.8.17,25.3,0,0.9,87.8,5.2,
고흥,2023.8.18,25.2,0,0.7,86.3,3.7,
고흥,2023.8.19,26.9,2.5,0.7,83.8,5.8,
고흥,2023.8.20,26.4,0,0.7,84.8,9.3,
고흥,2023.8.21,26.4,,1.1,84.3,8.4,
고흥,2023.8.22,27.6,0,2.2,77.4,5.2,
고흥,2023.8.23,26.9,12.3,1.7,84.3,2.6,
고흥,2023.8.24,25.3,14,1.1,90.5,1,
고흥,2023.8.25,25.3,,1,81,9.5,
고흥,2023.8.26,24.9,,0.7,82.3,10.7,
고흥,2023.8.27,25.7,0,1,83.5,9,
고흥,2023.8.28,26,27.1,1.7,84.5,3.2,
고흥,2023.8.29,26.3,10.1,2.3,87.9,3.8,
고흥,2023.8.30,23.7,70.6,1,94.9,0.3,
고흥,2023.8.31,24.4,0.2,0.7,85.1,6.8,
고흥,2023.9.1,24.8,7,1.1,87.4,6.4,
고흥,2023.9.2,23.6,3.7,0.8,93,2,
고흥,2023.9.3,25.1,1.9,0.9,88.8,6.5,
고흥,2023.9.4,25.4,11.4,0.8,87.4,9.4,
고흥,2023.9.5,25.1,,0.7,81.1,9.5,
고흥,2023.9.6,24.3,,0.7,80.4,8.4,
고흥,2023.9.7,23.4,,1,70.9,10.8,
고흥,2023.9.8,22.6,,1,73,10.4,
고흥,2023.9.9,23,,0.7,77.8,9.6,
고흥,2023.9.10,22.4,,0.5,83.5,6.1,
고흥,2023.9.11,24,0,0.7,83.3,6.7,
고흥,2023.9.12,23.7,0,0.4,87,3.4,
고흥,2023.9.13,23.4,24.5,0.6,92.1,0.2,
고흥,2023.9.14,21.9,13.5,0.5,96.6,0,
고흥,2023.9.15,23.4,9.4,1.1,93.4,3,
고흥,2023.9.16,23.7,30.1,0.5,97.4,0.5,
고흥,2023.9.17,24.3,11.5,0.6,89.1,2.9,
고흥,2023.9.18,24.4,,0.8,85.6,8.7,
고흥,2023.9.19,22.1,,0.6,86.6,6.7,
고흥,2023.9.20,23.6,4,2,90,0,
고흥,2023.9.21,21.5,1.5,1.7,89.1,0.2,
고흥,2023.9.22,21,0,0.7,88.9,4,
고흥,2023.9.23,20.4,,1.1,72.9,6.6,
고흥,2023.9.24,21.6,,1.9,62.1,10.3,
고흥,2023.9.25,22.8,0,1,76.3,2.3,
고흥,2023.9.26,25,0.2,1.1,83,3.3,
고흥,2023.9.27,24.6,,1.2,79.6,4.4,
고흥,2023.9.28,24.1,,1.5,78.5,7.9,
고흥,2023.9.29,22.2,,0.7,77.1,10,
고흥,2023.9.30,20.4,2.3,1.1,78.5,5.8,
고흥,2023.10.1,19.3,,1.4,68.8,9.5,
고흥,2023.10.2,18.5,,0.7,69.1,9.8,
고흥,2023.10.3,18.5,0.5,0.8,80.5,0,
고흥,2023.10.4,19.9,,1.2,75.3,8.1,
고흥,2023.10.5,18.2,,3,45.8,9,
고흥,2023.10.6,16.5,,0.6,66.1,1.1,
고흥,2023.10.7,17.3,2.8,0.6,78.9,0,
고흥,2023.10.8,19.3,1.2,1.6,73.8,5.5,
고흥,2023.10.9,19.7,,1.1,74.4,3.7,
고흥,2023.10.10,17.9,,1,77.8,8.4,
고흥,2023.10.11,17.7,,0.7,76,10,
고흥,2023.10.12,16.8,,0.6,73.6,9.4,
고흥,2023.10.13,18,,0.5,76.4,4,
고흥,2023.10.14,18.6,,1.2,70.3,9,
고흥,2023.10.15,18.3,,2,70.5,8.4,
고흥,2023.10.16,16.7,,2.3,70.4,9.8,
고흥,2023.10.17,16,,1.8,66.6,9.7,
고흥,2023.10.18,15.6,,0.7,78.1,9.6,
고흥,2023.10.19,18.5,0,1,80,7.1,
고흥,2023.10.20,15.2,0,3.1,55.9,7.4,
고흥,2023.10.21,13.6,,1.6,63.5,6.5,
고흥,2023.10.22,13.6,,1,71.4,6.2,
고흥,2023.10.23,14.7,,0.6,79.9,9.3,
고흥,2023.10.24,14.7,,0.5,77.8,8.7,
고흥,2023.10.25,16.9,,0.7,81.3,9,
고흥,2023.10.26,18.3,0,1.3,80.6,8.6,
고흥,2023.10.27,16.6,,2.6,66,8.8,
고흥,2023.10.28,14.4,,0.8,76.6,8.8,
고흥,2023.10.29,14.3,,0.5,84.3,6.2,
고흥,2023.10.30,15.1,,0.6,82.4,8.8,
고흥,2023.10.31,15.7,,0.6,73.3,8.8,
고흥,2023.11.1,17.7,,1,85.5,8,
고흥,2023.11.2,18.4,,0.7,84.4,8.2,
고흥,2023.11.3,18.1,,0.8,84.8,7.7,
고흥,2023.11.4,20.1,0,0.9,85.9,2.6,
고흥,2023.11.5,21.9,23.3,2.4,85.5,0.9,
고흥,2023.11.6,18.7,51.9,3.6,66.1,2.6,
고흥,2023.11.7,12.6,,3.2,59,7.7,
고흥,2023.11.8,10.5,,0.7,76.4,8.5,
고흥,2023.11.9,16.2,9.2,0.4,84.6,4,
고흥,2023.11.10,11.9,8.2,2.6,54.4,4.2,
고흥,2023.11.11,7.4,,1.8,55.1,7.6,
고흥,2023.11.12,7.5,,2.7,57,6.2,
고흥,2023.11.13,7,,2.4,57.6,8.5,
고흥,2023.11.14,8.9,,2.1,67.1,8.5,
고흥,2023.11.15,8,,0.7,81.3,7.3,
고흥,2023.11.16,7.9,10.1,0.7,91.9,0.2,
고흥,2023.11.17,6.8,2.1,2.1,79.9,3.6,
고흥,2023.11.18,6.3,0.2,4.2,67.9,7.4,
고흥,2023.11.19,10.9,,1.6,69.6,8.3,
고흥,2023.11.20,9.5,,1.2,63,8.3,
고흥,2023.11.21,8.3,,0.6,84.8,8.3,
고흥,2023.11.22,10.6,,0.6,87.5,8.3,
고흥,2023.11.23,14.5,,1.8,77.1,7.3,
고흥,2023.11.24,6,,3.6,51.9,5.3,
고흥,2023.11.25,2.6,,1.2,52.5,8.3,
고흥,2023.11.26,4.1,,0.4,64.5,5.5,
고흥,2023.11.27,10.1,0.2,1.1,70.5,1.8,
고흥,2023.11.28,7.3,,2,67,6.7,
고흥,2023.11.29,6.5,,1.4,72,4,
고흥,2023.11.30,3.4,,3,55.8,6.7,
고흥,2023.12.1,2.9,,1.5,65.8,4.4,
고흥,2023.12.2,4.5,,0.8,71.5,0.6,
고흥,2023.12.3,7,,1.5,64.8,8.1,
고흥,2023.12.4,4.6,,0.5,69.1,7.8,
고흥,2023.12.5,6.5,,0.6,71.1,8.1,
고흥,2023.12.6,9.5,,1.4,77.9,3.1,
고흥,2023.12.7,8.7,,2.2,56.3,8,
고흥,2023.12.8,12.1,,0.8,79.8,8,
고흥,2023.12.9,15,,0.7,84.3,5.4,
고흥,2023.12.10,14.5,2,0.9,86.3,5.7,
고흥,2023.12.11,13.9,15.8,0.9,95.8,0,
고흥,2023.12.12,11.2,1.7,1.1,92.1,0,
고흥,2023.12.13,11.3,,0.7,80.4,6,
고흥,2023.12.14,11.9,28.9,1.2,88.9,0,
고흥,2023.12.15,13.5,2.2,2.4,89.6,0,
고흥,2023.12.16,3.1,0.1,4.7,76.4,1.4,
고흥,2023.12.17,-1.5,,2.8,63.6,7.9,
고흥,2023.12.18,-0.2,0,1.1,64.4,5.4,
고흥,2023.12.19,2.4,0.5,0.8,76.9,3.4,
고흥,2023.12.20,1,0,3,69.9,2.2,
고흥,2023.12.21,-3.8,0,1.9,70.8,7.1,
고흥,2023.12.22,-3.8,,2.1,67.9,7.9,
고흥,2023.12.23,-1.5,,0.7,73.3,7.7,
고흥,2023.12.24,1.7,,1.4,73.9,6.5,
고흥,2023.12.25,1.1,,1.4,74.9,4.9,
고흥,2023.12.26,3,,1.1,77.6,7.1,
고흥,2023.12.27,5,,0.5,76.6,7.9,
고흥,2023.12.28,5.1,,1.2,75,5.4,
고흥,2023.12.29,3,,0.6,78,7.7,
고흥,2023.12.30,5.3,0.4,0.4,84.8,5.3,
고흥,2023.12.31,7.5,0,2.4,74,0.7,
고흥,2024.1.1,4.9,0,0.5,79.6,5,
고흥,2024.1.2,6.3,,0.9,75.8,5.2,
고흥,2024.1.3,6.1,1.4,2.2,71.5,5.6,
고흥,2024.1.4,3.2,,1,75.5,8,
고흥,2024.1.5,5.5,,0.6,82.9,4.7,
고흥,2024.1.6,5.6,,2.1,61.8,7.6,
고흥,2024.1.7,2.7,,3.1,56.4,6.7,
고흥,2024.1.8,0.3,,1.2,55.9,7.8,
고흥,2024.1.9,2.1,2.6,0.5,88.4,0,
고흥,2024.1.10,4.5,,1.7,73.6,5.1,
고흥,2024.1.11,3.1,,1.7,71.9,8.1,
고흥,2024.1.12,7.1,,1.8,58.6,8.1,
고흥,2024.1.13,3.5,,1.4,50,8.1,
고흥,2024.1.14,7.2,0,1.4,74.3,7.4,
고흥,2024.1.15,2.9,,3.4,51,8.2,
고흥,2024.1.16,2.2,,0.6,55.8,6.9,
고흥,2024.1.17,7,0,0.5,73.9,0,
고흥,2024.1.18,10.4,3.5,1,92.5,0,
고흥,2024.1.19,8.1,0.4,2.2,78.5,0,
고흥,2024.1.20,7.4,26.4,2.7,85.6,0,
고흥,2024.1.21,7.2,0.6,1.6,84.8,0.4,
고흥,2024.1.22,-0.5,,4.5,65.1,4.3,
고흥,2024.1.23,-2.5,,3.7,67,4.7,
고흥,2024.1.24,-1.2,,4.3,62.5,7.6,
고흥,2024.1.25,0.3,,2.9,57.1,8.4,
고흥,2024.1.26,3.2,,2.5,60,8.4,
고흥,2024.1.27,4.1,,2.1,60.8,8.4,
고흥,2024.1.28,3,,2.6,60.4,8.4,
고흥,2024.1.29,1.7,,1.6,65.5,8.4,
고흥,2024.1.30,3.4,0.4,0.6,71.4,4.2,
고흥,2024.1.31,8.8,3.2,0.8,88.4,3.7,
고흥,2024.2.1,7.5,5.3,0.5,91.8,0,
고흥,2024.2.2,6.9,,0.8,82.6,0.1,
고흥,2024.2.3,7.6,3.4,1.2,84.3,0,
고흥,2024.2.4,8.5,4.1,1.8,80.1,0.8,
고흥,2024.2.5,7,7.7,1.6,93.5,0,
고흥,2024.2.6,5.4,0.6,1.3,84.8,0,
고흥,2024.2.7,2.9,,2.1,69,8.7,
고흥,2024.2.8,2.2,,1,75.3,8.7,
고흥,2024.2.9,3.7,,2.4,64.6,8.7,
고흥,2024.2.10,4.3,,1.1,70.6,8.6,
고흥,2024.2.11,4.8,,1.9,66.1,8.4,
고흥,2024.2.12,4.7,,0.9,72.4,8.9,
고흥,2024.2.13,8.6,,1,79.1,7.8,
고흥,2024.2.14,13.5,12.1,0.8,88.5,1,
고흥,2024.2.15,8.8,,2.3,78.8,1.5,
고흥,2024.2.16,4,,0.7,74,8.7,
고흥,2024.2.17,5.9,,0.7,81,9.1,
고흥,2024.2.18,10.7,43.4,1.4,90.4,0,
고흥,2024.2.19,15,25.4,2.6,90,0.5,
고흥,2024.2.20,9.2,9.6,1.6,90.8,0,
고흥,2024.2.21,7.9,21.6,2.3,89.9,0,
고흥,2024.2.22,5.5,2.4,2.2,86.1,0,
고흥,2024.2.23,5.4,1,1.5,77.1,0,
고흥,2024.2.24,5.5,4.9,2.3,72.3,0.3,
고흥,2024.2.25,6.1,2,1.5,83.9,0,
고흥,2024.2.26,6.5,,1.1,70.9,8.9,
고흥,2024.2.27,7.5,,1.6,55,8.3,
고흥,2024.2.28,8.8,,2,59.3,9.7,
고흥,2024.2.29,7.2,6,1.2,81.4,0,
고흥,2024.3.1,1.5,,4,49.3,10,
고흥,2024.3.2,0.7,,1.3,59.6,10,
고흥,2024.3.3,5.5,0.1,1.1,74.9,4.1,
고흥,2024.3.4,8.2,1.9,0.7,75.1,3.9,
고흥,2024.3.5,8.6,1.9,2.2,84.1,0,
고흥,2024.3.6,10.2,0.5,1.3,71,4.3,
고흥,2024.3.7,6.9,,2.4,64.4,7.5,
고흥,2024.3.8,6.1,,3.7,49,9.9,
고흥,2024.3.9,5,,2.5,46.3,10.2,
고흥,2024.3.10,5.5,,1,56,10.2,
고흥,2024.3.11,7.1,0.4,0.5,78.6,2.5,
고흥,2024.3.12,6.6,0.2,2.2,84.4,3.2,
고흥,2024.3.13,8.1,,2.1,56.4,10.3,
고흥,2024.3.14,8.6,,1.3,58,9.1,
고흥,2024.3.15,10.1,,1,50.1,10.4,
고흥,2024.3.16,11.8,0,1.1,53.8,7.7,
고흥,2024.3.17,12.2,0,3,65.6,7.3,
고흥,2024.3.18,9.7,,1.5,53,10.2,
고흥,2024.3.19,10.5,,3.3,48.9,6.5,
고흥,2024.3.20,7,,4.2,45.1,10.5,
고흥,2024.3.21,6.1,,1.7,56.8,10.5,
고흥,2024.3.22,10.8,6.5,2.3,76.1,5.5,
고흥,2024.3.23,16.7,0.1,1.5,70,9,
고흥,2024.3.24,12.5,6.7,2.2,75.8,0,
고흥,2024.3.25,10.9,17.2,2.3,82,0,
고흥,2024.3.26,8.6,17.3,1.6,91,0,
고흥,2024.3.27,9.5,,1.1,83.5,2,11.82
고흥,2024.3.28,11.9,35.1,2,92,0,1.85
고흥,2024.3.29,11.7,,2.7,81.3,5.3,13.69
고흥,2024.3.30,12.6,,1.8,75.3,6.5,14.96
고흥,2024.3.31,11.7,,1.1,77.5,5.4,15.63
고흥,2024.4.1,13.4,,1,59,10.7,24.09
고흥,2024.4.2,12.8,26.9,1.3,83.1,0.5,10.02
고흥,2024.4.3,13.9,38.2,1.8,94.9,0,2.35
고흥,2024.4.4,13.6,0.6,0.9,85,0,5.77
고흥,2024.4.5,12.9,,1.4,70.6,7,19.66
고흥,2024.4.6,12,,0.6,80.3,3.7,11.07
고흥,2024.4.7,14.6,,1,69.3,10.2,21.58
고흥,2024.4.8,15.5,,0.7,68.5,0.1,7.28
고흥,2024.4.9,13.1,,1.7,74.3,3.5,11.77
고흥,2024.4.10,12.4,,1.4,68,10.8,23.9
고흥,2024.4.11,12.7,0.2,0.7,83.1,1.7,8.51
고흥,2024.4.12,15,,0.9,75.1,10.4,23.92
고흥,2024.4.13,16.4,,1,69.8,11.2,25.42
고흥,2024.4.14,16.6,,1.3,67.5,8,19.91
고흥,2024.4.15,15.8,35.5,1.9,92.3,0,3.11
고흥,2024.4.16,16.1,,2.3,74,9.4,23.88
고흥,2024.4.17,14.1,,1,65.4,6.6,19.02
고흥,2024.4.18,16.2,,1.1,65.3,11.3,25.29
고흥,2024.4.19,17,,1.2,61.3,11.1,23.03
고흥,2024.4.20,15.1,27.6,1.4,90.8,0,2.34
고흥,2024.4.21,15.2,3.9,0.8,95.4,0,3.43
고흥,2024.4.22,15.7,,1,85.9,0.5,8.85
고흥,2024.4.23,14.4,1.8,1.3,79.5,4,12.58
고흥,2024.4.24,15,,2.4,75.5,7.6,22.22
고흥,2024.4.25,16.2,,1.8,69.4,11.6,27.9
고흥,2024.4.26,16,,0.7,80.9,2.8,14.24
고흥,2024.4.27,18.3,,1.1,70.6,11.8,27.3
고흥,2024.4.28,18.7,,1.1,69.4,9.3,22.37
고흥,2024.4.29,15.6,65.3,2.2,94.1,0,2.54
고흥,2024.4.30,17.5,0.1,1.6,83,2,15.09
고흥,2024.5.1,14,0,1.3,81.8,0,5.55
고흥,2024.5.2,14.3,,1.3,71.9,11.5,26.35
고흥,2024.5.3,15.9,,1,70.6,12,27.67
고흥,2024.5.4,17.6,4,1.2,70.3,7.9,22.59
고흥,2024.5.5,19.3,128.4,5.3,91.3,0,3.13
고흥,2024.5.6,16.6,1.8,2.2,83.6,0.8,8.51
고흥,2024.5.7,16.3,1.8,2.3,75.8,3.3,14.12
고흥,2024.5.8,13.7,5.5,1.8,79.1,3.4,15.84
고흥,2024.5.9,15.8,,1.6,66,12.1,28.14
고흥,2024.5.10,16.3,,1.6,64.6,12.1,28.38
고흥,2024.5.11,18.7,15.2,3.6,83.6,4.6,18.4
고흥,2024.5.12,18,10.3,2.5,65.6,4.6,18.12
고흥,2024.5.13,16.7,,1.3,61.6,12.2,29.08
고흥,2024.5.14,17.5,,1.2,65.3,12.2,28.93
고흥,2024.5.15,15.4,1,3.2,63.8,9.8,26.91
고흥,2024.5.16,16.7,,3.9,55.1,12.2,29.29
고흥,2024.5.17,17.6,,1.8,63.3,10.1,25.33
고흥,2024.5.18,18.7,,1.1,71.6,12.2,28.55
고흥,2024.5.19,19.7,,1.2,61.1,12.3,29.42
고흥,2024.5.20,21,,1.5,58.1,12.3,28.24
고흥,2024.5.21,19.1,,1.5,76.9,11.9,27.84
고흥,2024.5.22,19.2,,1,77.3,6.6,21.2
고흥,2024.5.23,22.5,,1.3,65.6,12.4,28.15
고흥,2024.5.24,20.7,,1.6,65.6,12.3,28.3
고흥,2024.5.25,19.2,,1.6,59.9,11.6,26.47
고흥,2024.5.26,19.3,9,1.4,86.9,1.9,9.64
고흥,2024.5.27,20.2,,2.7,58.9,6.9,20.53
고흥,2024.5.28,19.7,,1.6,60.4,10.9,27.87
고흥,2024.5.29,19.1,,1.2,71.4,12.1,29.04
고흥,2024.5.30,19,0.6,0.8,76.4,1.1,13.38
고흥,2024.5.31,20.6,0.8,1.9,71.3,10.1,27.2
고흥,2024.6.1,20.4,,2.8,59.3,10,26.5
고흥,2024.6.2,20.7,,2,54.6,10,24.67
고흥,2024.6.3,19.3,,1.5,72.5,9.9,25.07
고흥,2024.6.4,19.4,,1.2,72.6,8.8,22.45
고흥,2024.6.5,19.4,,1.1,68.8,7.1,21.44
고흥,2024.6.6,18.9,0,0.9,81.4,0.3,10.66
고흥,2024.6.7,20.9,,1,73,4.6,19.03
고흥,2024.6.8,19.7,32.8,1.1,93.1,0,3.41
고흥,2024.6.9,22.6,,1.6,82.1,6.8,20.37
고흥,2024.6.10,22.7,,1.3,72.3,10.8,25.89
고흥,2024.6.11,22.6,,1.2,69.3,10.2,23.92
고흥,2024.6.12,22.5,,1.2,72.8,11.3,25.68
고흥,2024.6.13,24.1,,1.2,68.6,12.6,28.24
고흥,2024.6.14,23.8,,1,73.8,9.6,23.14
고흥,2024.6.15,25.3,,1.5,75,8.4,22.97
고흥,2024.6.16,25,,2.8,65.3,10.7,24.44
고흥,2024.6.17,20.8,,0.6,79.4,0.5,10
고흥,2024.6.18,24.5,,1.8,58.8,12.6,29.55
고흥,2024.6.19,24.5,,1.1,61.6,9.5,24.88
고흥,2024.6.20,21,2.6,1.4,88.6,0,2.57
고흥,2024.6.21,24,,1.2,79.1,8.7,21.75
고흥,2024.6.22,23.5,42.1,1.9,94.8,0,2.86
고흥,2024.6.23,24.4,0.5,1.9,85.9,3.5,12.5
고흥,2024.6.24,24.1,,2.1,83.6,2.1,14.18
고흥,2024.6.25,22.7,,1.7,70.9,2.4,16.12
고흥,2024.6.26,21.5,,0.9,70.6,8.9,23.81
고흥,2024.6.27,19,2.5,1,87.3,0,5
고흥,2024.6.28,23.3,,1.3,81.9,9.3,21.87
고흥,2024.6.29,23.4,42.6,1.7,92.9,0,2.76
고흥,2024.6.30,24.4,52.2,2.6,94.5,0,4.37
고흥,2024.7.1,25.4,13.2,1.6,86.4,5.6,18.74
고흥,2024.7.2,26.4,26.2,2.4,88,4.6,18.54
고흥,2024.7.3,26.6,6,2.1,85.6,6.4,18.99
고흥,2024.7.4,27,,1.8,82.8,12.2,27.46
고흥,2024.7.5,27,4.2,1.9,82.1,6.7,22.66
고흥,2024.7.6,27.3,,3.1,82.6,6.3,19.73
고흥,2024.7.7,26.8,,2.9,88.1,0.5,9.41
고흥,2024.7.8,26.3,,2.4,90.1,0,4.13
고흥,2024.7.9,26.3,0.2,2.1,90.5,0.5,7.68
고흥,2024.7.10,25,33.3,2.8,89.1,2.1,12.42
고흥,2024.7.11,23.8,,1,89.9,0,7.44
고흥,2024.7.12,24,,1,84.3,6.5,18.29
고흥,2024.7.13,24,6,1.1,86.5,1.8,12.19
고흥,2024.7.14,23.7,11.9,1.1,94.6,0.2,4.48
고흥,2024.7.15,23.9,0.8,1.2,92.5,0.4,8.35
고흥,2024.7.16,23.9,86.3,1,96.8,0,2.9
고흥,2024.7.17,26.8,,2,89.8,1.6,13.94
고흥,2024.7.18,27.1,0.8,2.6,87.6,0.5,8.8
고흥,2024.7.19,25,33.5,1.2,91,2.9,10.53
고흥,2024.7.20,27.6,,1.6,85.9,5.6,19.35
고흥,2024.7.21,27.9,16.9,1.7,84.9,7.3,22.09
고흥,2024.7.22,28.8,,2,82.8,7.9,21.98
고흥,2024.7.23,29,,2,83.9,4.6,16.11
고흥,2024.7.24,29.2,0.8,1.6,84,9.7,24.12
고흥,2024.7.25,28.4,7.6,1.6,87.6,5.5,18.09
고흥,2024.7.26,27.6,13.7,2.4,87.9,0.5,8.1
고흥,2024.7.27,28.6,3.4,3.2,83.3,4.7,17.79
고흥,2024.7.28,29.3,,2.9,80,10.7,25.02
고흥,2024.7.29,28.7,,1.7,80.3,11.2,26.46
고흥,2024.7.30,28.8,,2.1,78,10.3,25.51
고흥,2024.7.31,28.9,,1.5,81.6,8.3,23.29
고흥,2024.8.1,28.7,,1.2,82.4,6.8,19.12
고흥,2024.8.2,29.8,,1.2,81.9,9.9,22.21
고흥,2024.8.3,30.9,,1.3,78.3,11.9,25.95
고흥,2024.8.4,30.9,,1.3,76.1,11.4,26.73
고흥,2024.8.5,29.6,,1.2,77.8,9.3,23.29
고흥,2024.8.6,29,,1.1,79.4,10.1,23.69
고흥,2024.8.7,30,,1.1,77.8,11.5,25.37
고흥,2024.8.8,29.7,,1.4,74.6,9.8,23.24
고흥,2024.8.9,29.4,0,1,75.5,11,24.79
고흥,2024.8.10,28.9,,1.1,77.3,10.4,24.25
고흥,2024.8.11,28.2,,1.1,75.1,11.5,25.68
